generation,individual_idx,fitness,size,temperature_C,time_min,hmim_mM,zn_source_mM,ratio,stirring,counterion,solvent_name
9,31,-0.690933333333362,99.30906666666664,25.76426807532583,23.08248958118254,0.006343147435820232,0.001872237281972522,0.2951590359385085,Yes,NO3-,Methanol
9,32,-29.108516666666674,129.10851666666667,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,No,NO3-,Methanol
9,33,-128.75577777777784,228.75577777777784,26.383908692745585,16.079990489503594,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,CH3COO-,Methanol
9,34,-42.189108095238055,142.18910809523805,25.76426807532583,21.954440144072443,0.08484989637740606,0.008123811952828743,0.09574333381262634,Yes,NO3-,Ethanol
9,35,-114.69644444444444,214.69644444444444,26.383908692745585,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,ClO4-,Methanol
9,36,-0.013433333333324526,100.01343333333332,26.845042974523952,22.58329897785039,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
9,37,-0.013433333333324526,100.01343333333332,26.845042974523952,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
9,38,-27.199613333333332,127.19961333333333,26.845042974523952,21.954440144072443,0.08484989637740606,0.011587267561767886,0.13656195300732693,Yes dropwise,NO3-,Methanol
9,39,-5.822919047619038,105.82291904761904,25.859621557611664,21.954440144072443,0.04075841044036568,0.001872237281972522,0.04593499260016099,Yes,NO3-,Methanol
9,40,-0.013433333333324526,100.01343333333332,25.76426807532583,23.577607044091366,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
9,41,-33.55348333333336,133.55348333333336,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Initial,NO3-,Methanol
9,42,-3.889585714285701,103.8895857142857,25.76426807532583,21.954440144072443,0.0536845896678062,0.001872237281972522,0.03487476189270891,Yes,NO3-,Methanol
9,43,-1.857877777777773,101.85787777777777,25.76426807532583,32.00995726960531,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
9,44,-7.47493333333334,107.47493333333334,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
9,45,-6.767585714285701,106.7675857142857,26.845042974523952,34.594456698292355,0.049237952036335735,0.001872237281972522,0.03802427202071447,Yes,NO3-,Methanol
9,46,-0.013433333333324526,100.01343333333332,26.845042974523952,19.51662169172812,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
9,47,-7.47493333333334,107.47493333333334,26.845042974523952,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
9,48,-18.168933333333356,118.16893333333336,26.845042974523952,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes dropwise,NO3-,Ethanol
9,49,-29.108516666666674,129.10851666666667,25.859621557611664,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,No,NO3-,Methanol
10,0,-0.013433333333324526,100.01343333333332,26.845042974523952,19.51662169172812,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
10,1,-80.81357777777777,180.81357777777777,26.845042974523952,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Water
10,2,-7.47493333333334,107.47493333333334,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
10,3,-7.47493333333334,107.47493333333334,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
10,4,-20.491815873015895,120.4918158730159,29.743621577899955,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
10,5,-1.857877777777773,101.85787777777777,25.76426807532583,30.481348090643113,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
10,6,-40.94598333333332,140.94598333333332,25.76426807532583,29.67888778693653,0.08484989637740606,0.001872237281972522,0.022065286605005965,Initial,NO3-,Ethanol
10,7,-0.19760000000003686,99.80239999999996,28.80461812277925,23.08248958118254,0.006343147435820232,0.001872237281972522,0.2951590359385085,Yes dropwise,NO3-,Methanol
10,8,-5.6906666666666865,94.30933333333331,25.76426807532583,23.08248958118254,0.006343147435820232,0.001872237281972522,0.2951590359385085,Initial,NO3-,Methanol
10,9,-22.242063492063508,122.24206349206351,26.845042974523952,25.37422599789998,0.049237952036335735,0.001872237281972522,0.03802427202071447,Yes dropwise,NO3-,Ethanol
10,10,-111.67711111111112,211.67711111111112,26.845042974523952,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes dropwise,SO42-,Ethanol
10,11,-13.847066666666706,113.8470666666667,25.29794413821932,21.954440144072443,0.08484989637740606,0.0021812236782680432,0.025706851409294854,Yes dropwise,NO3-,Ethanol
10,12,-32.70604000000003,132.70604000000003,25.76426807532583,21.954440144072443,0.08484989637740606,0.009244710919568062,0.10895370901159705,Yes,NO3-,Methanol
10,13,-80.81357777777777,180.81357777777777,24.691692127483705,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Water
10,14,-22.618260317460354,122.61826031746035,27.583644434582048,32.00995726960531,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
10,15,-33.55348333333336,133.55348333333336,25.76426807532583,22.650819022366974,0.08484989637740606,0.001872237281972522,0.022065286605005965,Initial,NO3-,Methanol
10,16,-33.46681666666669,133.4668166666667,25.76426807532583,15.76606756673971,0.08484989637740606,0.001872237281972522,0.022065286605005965,Initial,NO3-,Methanol
10,17,-1.857877777777773,101.85787777777777,27.091487545888356,29.67888778693653,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
10,18,-14.78868571428572,114.78868571428572,26.845042974523952,34.594456698292355,0.049237952036335735,0.001872237281972522,0.03802427202071447,Yes,NO3-,Ethanol
10,19,-5.004785714285703,105.0047857142857,26.845042974523952,21.954440144072443,0.05480924877724599,0.001872237281972522,0.034159148752094914,Yes,NO3-,Methanol
10,20,-38.78398333333334,138.78398333333334,26.845042974523952,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Initial,NO3-,Ethanol
10,21,-110.59471111111111,210.5947111111111,25.76426807532583,21.954440144072443,0.08484989637740606,0.0021812236782680432,0.025706851409294854,Yes dropwise,SO42-,Ethanol
10,22,-10.707433333333313,110.70743333333331,24.691692127483705,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes dropwise,NO3-,Methanol
10,23,-20.491815873015895,120.4918158730159,29.978014654840344,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
10,24,-9.381377777777772,109.38137777777777,25.76426807532583,32.3333398492013,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
10,25,-33.55348333333336,133.55348333333336,25.76426807532583,21.047899453606117,0.08484989637740606,0.001872237281972522,0.022065286605005965,Initial,NO3-,Methanol
10,26,-10.707433333333313,110.70743333333331,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes dropwise,NO3-,Methanol
10,27,-10.707433333333313,110.70743333333331,25.859621557611664,23.08248958118254,0.08332272054601866,0.001872237281972522,0.022469708978579212,Yes dropwise,NO3-,Methanol
10,28,-1.2309333333333683,98.76906666666663,25.76426807532583,9.906494166079447,0.006343147435820232,0.001872237281972522,0.2951590359385085,Yes,NO3-,Methanol
10,29,-45.23995793650795,145.23995793650795,26.845042974523952,34.594456698292355,0.049237952036335735,0.001872237281972522,0.03802427202071447,Initial,NO3-,Ethanol
10,30,-126.97711111111104,226.97711111111104,26.845042974523952,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes dropwise,CH3COO-,Ethanol
10,31,-3.9357333333333457,103.93573333333335,26.845042974523952,32.267957471923836,0.08484989637740606,0.0021812236782680432,0.025706851409294854,Yes,NO3-,Ethanol
10,32,-114.69644444444444,214.69644444444444,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,ClO4-,Methanol
10,33,-34.72568333333331,134.7256833333333,24.691692127483705,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,No,NO3-,Ethanol
10,34,-1.857877777777773,101.85787777777777,25.76426807532583,31.36329722686602,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
10,35,-29.108516666666674,129.10851666666667,25.76426807532583,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,No,NO3-,Methanol
10,36,-1.857877777777773,101.85787777777777,25.859621557611664,29.67888778693653,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
10,37,-5.73403015873015,105.73403015873015,25.859621557611664,29.67888778693653,0.051059712689835834,0.001872237281972522,0.03666760315212697,Yes,NO3-,Methanol
10,38,-5.6906666666666865,94.30933333333331,25.76426807532583,23.08248958118254,0.006343147435820232,0.001872237281972522,0.2951590359385085,Initial,NO3-,Methanol
10,39,-35.35734000000002,135.35734000000002,26.845042974523952,34.594456698292355,0.08484989637740606,0.006987689175263682,0.08235353811374098,Yes dropwise,NO3-,Methanol
10,40,-23.020896825396818,123.02089682539682,26.845042974523952,21.954440144072443,0.030567855420913975,0.001872237281972522,0.06124856507570273,Yes dropwise,NO3-,Ethanol
10,41,-0.013433333333324526,100.01343333333332,26.845042974523952,21.393597536589578,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
10,42,-0.08640000000002601,100.08640000000003,25.76426807532583,10.153793251864156,0.08484989637740606,0.0021812236782680432,0.025706851409294854,Yes,NO3-,Ethanol
10,43,-18.168933333333356,118.16893333333336,24.691692127483705,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes dropwise,NO3-,Ethanol
10,44,-2.9667666666666577,102.96676666666666,25.76426807532583,21.954440144072443,0.09491115514219899,0.001872237281972522,0.019726208991635127,Yes,NO3-,Methanol
10,45,-7.073822222222205,107.0738222222222,25.76426807532583,21.954440144072443,0.004181437119984609,0.001872237281972522,0.4477497157674378,Yes,NO3-,Methanol
10,46,-16.058519047619043,116.05851904761904,25.76426807532583,21.954440144072443,0.036798744439927526,0.001872237281972522,0.050877748968551746,Yes dropwise,NO3-,Methanol
10,47,-81.09746079365075,181.09746079365075,25.859621557611664,23.08248958118254,0.006343147435820232,0.001872237281972522,0.2951590359385085,Yes dropwise,NO3-,Water
10,48,-109.15644444444445,209.15644444444445,26.845042974523952,34.594456698292355,0.049237952036335735,0.001872237281972522,0.03802427202071447,Yes,SO42-,Methanol
10,49,-25.325459999999993,125.32545999999999,26.845042974523952,21.954440144072443,0.08484989637740606,0.016585087082137268,0.19546384604134373,Yes,NO3-,Methanol
11,0,-0.013433333333324526,100.01343333333332,26.845042974523952,21.393597536589578,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Methanol
11,1,-4.7392555555555305,104.73925555555553,28.80461812277925,23.08248958118254,0.006343147435820232,0.001872237281972522,0.2951590359385085,Yes,NO3-,Ethanol
11,2,-48.81012952380951,148.8101295238095,28.80461812277925,23.08248958118254,0.08484989637740606,0.016685230941031096,0.19664409331528732,Yes,NO3-,Methanol
11,3,-20.491815873015895,120.4918158730159,29.743621577899955,21.954440144072443,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
11,4,-2.050755555555554,97.94924444444445,25.859621557611664,23.08248958118254,0.08332272054601866,0.0012455733392737007,0.014948783850447822,Yes,NO3-,Methanol
11,5,-7.254933333333341,107.25493333333334,25.859621557611664,23.08248958118254,0.08484989637740606,0.001872237281972522,0.022065286605005965,Yes,NO3-,Ethanol
11,6,-22.211815873015894,122.2118158730159,29.743621577899955,21.954440144072443,0.09491115514219899,0.001872237281972522,0.019726208991635127,Yes,NO3-,Ethanol
11,7,-203.6786666666667,303.6786666666667,25.76426807532583,9.906494166079447,0.006343147435820232,0.001872237281972522,0.2951590359385085,Yes,CH3COO-,Methanol
11,8,-19.28261111111111,119.28261111111111,25.76426807532583,9.906494166079447,0.006343147435820232,0.012617382729850782,1.989135970354318,No,NO3-,Ethanol
11,9,-9.534933333333342,109.53493333333334,24.691692127483705,21.954440144072443,0.09491115514219899,0.001872237281972522,0.019726208991635127,Yes,NO3-,Ethanol
11,10,-2.9667666666666577,102.96676666666666,25.76426807532583,21.954440144072443,0.09491115514219899,0.001872237281972522,0.019726208991635127,Yes,NO3-,Methanol
11,11,-5.7592555555555265,105.75925555555553,28.80461812277925,24.136431964583103,0.006343147435820232,0.001872237281972522,0.2951590359385085,Yes,NO3-,Ethanol
